SAMN52950338_p1	SAMN52950338_p1,SAMN08982493_p2,SAMN03483416_p4,SAMN08982514_p1,SAMN39105912_p1,SAMN08982495_p2,SAMN14944112_p1,SAMN08984081_p2
SAMN40453158_p1	SAMN40453158_p1,SAMN29790237_p2
SAMN13747351_p3	SAMN13747351_p3,SAMN13747316_p1,SAMN03107385_p3
SAMN39715769_p4	SAMN39715769_p4,SAMN54286549_p3,SAMN02741384_p2,SAMN26343542_p1,SAMN12648278_p1,SAMN55968926_p2,SAMN02946409_p1,SAMN03452289_p2
SAMN39962933_p1	SAMN39962933_p1,SAMN28495033_p3
SAMN19957702_p2	SAMN19957702_p2,SAMN19957696_p2,SAMN19957699_p1,SAMN19957700_p2
SAMN30916803_p2	SAMN30916803_p2
SAMN31656032_p1	SAMN31656032_p1,SAMN31656021_p2
SAMN02603960_p1	SAMN02603960_p1,SAMN02603672_p3
SAMN42622379_p1	SAMN42622379_p1
SAMN41920669_p2	SAMN41920669_p2,SAMN18298734_p1,SAMN40573639_p1,SAMN32300853_p1,SAMN28495003_p3,SAMN32407637_p4,SAMN32407636_p4,SAMN32407538_p3,SAMN11267087_p2,SAMN42940240_p6,SAMN28495004_p2,SAMN16057439_p3,SAMN03325855_p1,SAMN31132893_p3,SAMN04441023_p4,SAMN07338203_p2,SAMN32300851_p4,SAMN33268490_p2,SAMN56518618_p2,SAMN55333175_p6,SAMN50800692_p4
SAMN48588251_p2	SAMN48588251_p2
SAMN52650543_p1	SAMN52650543_p1
SAMN15667311_p1	SAMN15667311_p1
SAMD00041797_p3	SAMD00041797_p3
SAMN03457164_p3	SAMN03457164_p3,SAMN04441014_p2,SAMN54286590_p3,SAMN39783929_p3,SAMN26879536_p1,SAMN26879535_p1,SAMN26879534_p1,SAMN26879533_p1,SAMN26879532_p1,SAMN26879531_p1,SAMN26879530_p1,SAMN26879529_p1,SAMN26879528_p1,SAMN26879527_p1,SAMN26879526_p1,SAMN26879525_p1,SAMN26879524_p1,SAMN26879523_p1,SAMN26879522_p1,SAMN26879521_p1,SAMN26879520_p1,SAMN26879519_p1,SAMN26343545_p1,SAMN26343544_p1,SAMN26343542_p2,SAMN12364838_p2,SAMN05935538_p2,SAMN02435811_p1,SAMN05858278_p2,SAMN05858276_p1,SAMN05858280_p1,SAMN05858279_p1,SAMN05858275_p1,SAMN04441011_p2,SAMN04422010_p2,SAMN04377152_p2,SAMN04293498_p2,SAMN03452294_p2,SAMN03452293_p2,SAMN03452292_p1,SAMN03452291_p1,SAMN04358201_p3,SAMN04358135_p2,SAMN04358132_p4,SAMN03349612_p3,SAMN03349607_p2,SAMN03349604_p2,SAMN02204313_p1,SAMN26343546_p2,SAMN53361117_p2,SAMN53361116_p2,SAMN02368234_p3,SAMN02368233_p2,SAMN02179882_p2,SAMN03795185_p2,SAMN53906732_p3,SAMN04441013_p2,SAMEA110132198_p2,SAMEA110132197_p1,SAMEA110132196_p1,SAMN29637727_p3,SAMN04377087_p2,SAMN04377552_p2,SAMN09742582_p2,SAMEA8103032_p2,SAMN12648285_p2,SAMN02741370_p1,SAMN40891659_p3,SAMEA110132192_p1,SAMN12364844_p3,SAMN12364843_p1,SAMN03945153_p2,SAMN03945152_p1,SAMN03945151_p2,SAMN03945150_p2,SAMN03945149_p1,SAMN03945148_p1,SAMN03287765_p2,SAMN05195118_p1,SAMN03358839_p1,SAMN02368329_p1,SAMN02368326_p1,SAMN02368310_p1,SAMN02368308_p1,SAMN02189720_p1,SAMEA5851835_p1,SAMN09742577_p2,SAMEA8103030_p2,SAMEA8103027_p1,SAMN03349602_p1,SAMEA112324421_p3
SAMN18253121_p2	SAMN18253121_p2
SAMD00323053_p2	SAMD00323053_p2,SAMN12168617_p1,SAMN40160515_p1,SAMN11877824_p2,SAMN16072610_p2,SAMN56501507_p2,SAMN03104885_p1,SAMN16268017_p1,SAMN16268012_p2,SAMN16268010_p2,SAMN13897694_p2,SAMN13897690_p3,SAMN12136324_p1,SAMN04168691_p1,SAMN00622034_p1,SAMN47061651_p1,SAMN56501515_p5,SAMN16072619_p3,SAMN16072618_p3,SAMN16072617_p2,SAMN12168585_p2,SAMN56501517_p4,SAMN56501516_p4,SAMN56501514_p2,SAMN56501513_p1,SAMN56501512_p6,SAMN56501506_p1,SAMN52838569_p2,SAMN08984060_p2,SAMN08622871_p3,SAMN07350476_p2,SAMN07350474_p2,SAMN03488016_p2,SAMN03488013_p2,SAMN03488010_p2,SAMN12168983_p1,SAMN12168599_p1,SAMN15646603_p1,SAMN03996320_p2,SAMN47871283_p6,SAMN23296545_p1,SAMN12169095_p2,SAMN41254070_p1
SAMN14214611_p3	SAMN14214611_p3,SAMN12057815_p1,SAMN14752703_p7,SAMN28767355_p2,SAMN28767354_p2,SAMN28767353_p1,SAMN28767352_p2,SAMN15510354_p2,SAMN23961531_p1,SAMN12169087_p2,SAMN48634479_p1,SAMN16072609_p2,SAMN16072602_p1,SAMN11877822_p1,SAMN11877821_p1,SAMN11877820_p1,SAMN11877819_p1,SAMN11877818_p1,SAMN11877817_p1,SAMN16072595_p3,SAMN02393812_p2,SAMN49797543_p1,SAMN12168575_p3,SAMN48634482_p2,SAMN16805802_p2,SAMN16805801_p2,SAMN16805800_p1,SAMN16805799_p2,SAMN16805798_p1,SAMN16805797_p2,SAMN16805796_p1,SAMN16483972_p2,SAMN49797544_p1,SAMN53475254_p3,SAMN12057853_p3
SAMN39959875_p2	SAMN39959875_p2,SAMN47871298_p2,SAMN47871296_p2,SAMN39959877_p1,SAMN39959876_p3,SAMN47871285_p2,SAMN47871299_p3,SAMN47871297_p2,SAMN47871282_p1,SAMN47871292_p2,SAMN47871291_p2,SAMN47871289_p2,SAMN47871293_p2,SAMN47871287_p3,SAMN06606092_p1,SAMN03177521_p5,SAMN03652808_p1,SAMN03178184_p4,SAMN03178171_p6,SAMN03175443_p3
SAMN28495021_p3	SAMN28495021_p3
SAMN38476540_p3	SAMN38476540_p3,SAMN28767377_p1,SAMN07411659_p2,SAMN07367887_p2,SAMN29328605_p1,SAMN14418867_p2,SAMN13897710_p2,SAMN13897709_p3,SAMN13897708_p2,SAMN13897706_p1,SAMN13897705_p2,SAMN13897704_p2,SAMN13897703_p1,SAMN10360553_p2,SAMN16268028_p3,SAMN06484420_p2,SAMN03248306_p2,SAMN07350499_p2,SAMN07350489_p1,SAMN40032386_p4,SAMN49797553_p2,SAMN06483955_p1,SAMN06483920_p3,SAMN24501422_p1,SAMN53475255_p1,SAMN16072611_p4,SAMN56417377_p3,SAMN56417361_p1,SAMN56417287_p3,SAMN56417275_p3,SAMN05590422_p1,SAMN02470783_p1,SAMN02393813_p1,SAMN00989311_p1,SAMN02693884_p2,SAMN02435835_p2,SAMD00899488_p3,SAMEA104115281_p1,SAMN16268017_p3,SAMN13897690_p4,SAMN28767279_p3,SAMN11877823_p6,SAMN06196911_p4,SAMN06196910_p4,SAMN06196909_p4,SAMN06196906_p4,SAMN06192249_p4,SAMN06196907_p2,SAMN02393812_p3
SAMN12057805_p2	SAMN12057805_p2,SAMN28767277_p3,SAMN42500396_p2,SAMN12057802_p1,SAMN14214507_p1,SAMN14214506_p1,SAMN29328591_p1,SAMN37722527_p1,SAMN28767376_p1,SAMN08984087_p2,SAMN08984051_p2,SAMN50182397_p1,SAMN36689543_p1,SAMN02469605_p2,SAMN12057844_p1,SAMN13704148_p2,SAMN36689559_p4,SAMN12168576_p2,SAMN44524177_p1
SAMN44286534_p2	SAMN44286534_p2,SAMN56917241_p5,SAMN40561044_p1,SAMN40560812_p1,SAMN40560781_p1,SAMN40560813_p1,SAMN40584488_p1,SAMN18298725_p1,SAMN18298723_p1,SAMN18298690_p1,SAMN41079253_p2
SAMN40561775_p1	SAMN40561775_p1,SAMN14142485_p2
SAMN12648299_p1	SAMN12648299_p1
SAMEA3643325_p1	SAMEA3643325_p1,SAMN17221876_p1,SAMN17213680_p1,SAMN12057856_p1,SAMN05578961_p2,SAMN12057863_p1,SAMN12057869_p1,SAMN03488025_p2
SAMN32407638_p1	SAMN32407638_p1,SAMN11579496_p1,SAMN29790266_p3,SAMN29790265_p3,SAMN02189719_p1,SAMN15597511_p3,SAMN28767378_p1,SAMN39524512_p2,SAMN41071134_p3,SAMN05216829_p1,SAMN18298697_p1,SAMN28494991_p3,SAMN03799842_p1,SAMN04422051_p1,SAMN02741363_p2,SAMN02368323_p2,SAMN02368322_p1,SAMN14988329_p1,SAMN20395455_p1,SAMN28495040_p1,SAMN28494993_p3,SAMN42654510_p3,SAMN48588021_p1,SAMN17384693_p1,SAMN28495017_p3,SAMN40717410_p3,SAMN28767221_p6,SAMN28495014_p1,SAMN28495015_p4,SAMN02597369_p1,SAMN29790251_p2,SAMN03452299_p1,SAMN42940240_p1,SAMN26982642_p2,SAMN28494979_p1,SAMEA80450668_p1,SAMN18298702_p2,SAMN12648279_p1,SAMN40571771_p3,SAMN40571724_p2,SAMN40571849_p1,SAMN09742585_p1,SAMN07338131_p2,SAMN03945142_p2,SAMN55968931_p1,SAMN55968929_p1,SAMN02368288_p4,SAMN02368287_p4
SAMN06013679_p1	SAMN06013679_p1
SAMN21546519_p1	SAMN21546519_p1
SAMN38476534_p1	SAMN38476534_p1,SAMN38476536_p1,SAMN38476543_p1
SAMN12169088_p1	SAMN12169088_p1,SAMN41189537_p1
SAMN13878423_p2	SAMN13878423_p2,SAMN13878425_p2,SAMN40377900_p2
SAMN41920674_p6	SAMN41920674_p6,SAMN39962933_p6,SAMN28495029_p2,SAMN28494990_p4,SAMN28495055_p2,SAMN48586880_p1,SAMN39962930_p4
SAMN28767271_p4	SAMN28767271_p4
SAMN33330965_p2	SAMN33330965_p2,SAMN47871244_p1
SAMN04358136_p3	SAMN04358136_p3,SAMN04441023_p3,SAMN03996322_p5,SAMN02368317_p4,SAMN02368316_p3,SAMN03358832_p2,SAMN03452300_p1,SAMN03349608_p2,SAMN28495008_p3,SAMN44841004_p3,SAMN02368250_p4,SAMN05578016_p1,SAMN05578009_p2,SAMN02368247_p1,SAMN02368235_p1
SAMN42940264_p2	SAMN42940264_p2,SAMN07338162_p1
SAMN12057860_p2	SAMN12057860_p2,SAMN12648263_p2,SAMN56417377_p1,SAMN56417361_p2,SAMN56417287_p1,SAMN56417275_p1,SAMN02693887_p1
SAMN16072611_p1	SAMN16072611_p1
SAMN47871284_p2	SAMN47871284_p2,SAMEA3865288_p1,SAMEA120785978_p1,SAMN06606092_p2,SAMEA120785979_p1,SAMN07236662_p1,SAMN47871299_p2,SAMN47871298_p3,SAMN47871296_p1,SAMN47871293_p3,SAMN47871291_p3,SAMN47871285_p3,SAMN47871282_p2,SAMN39959876_p2,SAMN39959875_p3,SAMN47871292_p3,SAMN47871287_p2,SAMN39959877_p2,SAMN47871297_p3,SAMN03178218_p1,SAMN12604302_p1,SAMN12604281_p1,SAMN03178219_p2,SAMN03178171_p3,SAMN03177582_p3,SAMN47871289_p3,SAMN03652808_p2,SAMN03178184_p3,SAMN03177521_p1,SAMN03175443_p4,SAMEA120785993_p1,SAMN19374460_p1,SAMN19374473_p1,SAMN19374472_p1,SAMN19374471_p1,SAMN19374470_p1,SAMN19374469_p1,SAMN19374468_p1,SAMN19374467_p1,SAMN19374466_p1,SAMN19374465_p2,SAMN19374464_p2,SAMN19374463_p2,SAMN19374462_p2,SAMN19374461_p2,SAMN19374459_p2,SAMN03177549_p1
SAMN32407619_p2	SAMN32407619_p2
SAMN05417997_p1	SAMN05417997_p1
SAMN40604318_p1	SAMN40604318_p1,SAMN40604358_p2,SAMN40604353_p1,SAMN17298282_p1,SAMN03483332_p1,SAMN40604351_p2,SAMN40604354_p1
SAMEA112157104_p2	SAMEA112157104_p2,SAMEA8103010_p1,SAMN03996335_p1,SAMN02741354_p1,SAMN02741367_p1,SAMN06042543_p1,SAMN02252525_p2,SAMN55846927_p4,SAMN15597506_p1,SAMN02741392_p1,SAMN54286586_p2,SAMN54286582_p2,SAMN54286581_p3,SAMN39783928_p2,SAMN39715785_p3,SAMN39715762_p2,SAMN32407970_p1,SAMN32407539_p1,SAMN39783915_p2,SAMN07337982_p2,SAMN16057163_p2,SAMN16560732_p5,SAMN16560731_p5,SAMN16560730_p2,SAMN16560729_p5,SAMN16560728_p5,SAMN16560727_p5,SAMN16560726_p5,SAMN16560725_p5,SAMN16560724_p2,SAMN16560723_p2,SAMN16560722_p5,SAMN16560721_p5,SAMN16560720_p5,SAMN16560719_p4,SAMN16560718_p5,SAMN16560717_p2,SAMN16560716_p5,SAMN05195120_p3,SAMN05195070_p2,SAMN05195061_p2,SAMN05194683_p2,SAMN02597368_p2,SAMN02204307_p3,SAMN02204304_p2,SAMN02190055_p3,SAMN01923894_p2,SAMN03358826_p1,SAMN03358825_p1,SAMN02368275_p1,SAMN56518637_p2,SAMN56518626_p2
SAMN08982477_p2	SAMN08982477_p2,SAMN12057829_p1,SAMN40160499_p2,SAMN16268032_p3,SAMN08982525_p2,SAMN08982513_p1,SAMN08982502_p1
SAMN12057875_p1	SAMN12057875_p1
SAMEA8103015_p1	SAMEA8103015_p1,SAMN09742587_p1,SAMN12364845_p2,SAMN48588025_p3,SAMN42940241_p3,SAMN09742603_p2,SAMEA8103023_p2,SAMN07338193_p2
SAMN50434722_p1	SAMN50434722_p1
SAMN32755641_p2	SAMN32755641_p2
SAMN40717393_p1	SAMN40717393_p1
SAMN04128477_p1	SAMN04128477_p1,SAMN09874178_p1
SAMN13704165_p2	SAMN13704165_p2
SAMN12364847_p3	SAMN12364847_p3
SAMN03571538_p1	SAMN03571538_p1,SAMEA117660477_p2,SAMD00061075_p1,SAMN26741785_p1
SAMN12648323_p2	SAMN12648323_p2,SAMN05590437_p2,SAMN08984098_p2,SAMN12057854_p1,SAMN02693881_p3,SAMN02693884_p3,SAMN02435835_p3,SAMD00899488_p4
SAMD01620614_p1	SAMD01620614_p1
SAMN40575477_p1	SAMN40575477_p1
SAMN50800672_p1	SAMN50800672_p1
SAMN07739081_p3	SAMN07739081_p3
SAMN31132893_p2	SAMN31132893_p2
SAMN48588026_p3	SAMN48588026_p3
SAMN13023390_p2	SAMN13023390_p2
SAMN40627811_p1	SAMN40627811_p1
SAMEA115017869_p2	SAMEA115017869_p2,SAMN10362292_p2
SAMN13336162_p1	SAMN13336162_p1
SAMN39716331_p1	SAMN39716331_p1,SAMN39716324_p1,SAMN02471137_p6,SAMN10818954_p2
SAMN28495053_p2	SAMN28495053_p2,SAMN28767271_p5
SAMN02708867_p2	SAMN02708867_p2
SAMN15646505_p2	SAMN15646505_p2,SAMN06198393_p2
SAMN33268487_p2	SAMN33268487_p2,SAMN24593227_p2
SAMN12816916_p2	SAMN12816916_p2
SAMN06184571_p1	SAMN06184571_p1
SAMN40160518_p1	SAMN40160518_p1
SAMN02470294_p1	SAMN02470294_p1
SAMN36689554_p3	SAMN36689554_p3,SAMN13118260_p3,SAMN12640772_p2,SAMN12671329_p2,SAMN12640819_p1,SAMN04417201_p2,SAMN12671334_p2,SAMN07350495_p1,SAMN05567318_p1
SAMN07350496_p1	SAMN07350496_p1,SAMN07350492_p2
SAMN17298282_p3	SAMN17298282_p3,SAMN09386619_p1
SAMN08810063_p1	SAMN08810063_p1,SAMN08810357_p1,SAMN15667310_p1
SAMN15646506_p4	SAMN15646506_p4
